Situação,Cod. Registro,Instituto,Cargo,Abrangência,Turno,Cenário,Candidato,Partido,Pontuação (%),Margem de Erro,Divulgação,Fonte de Coleta
F,BR-01637/2026,Veritá,Presidente,Sergipe,2,Cenário 4,Lula,PT,"63,50%",3,04/04/2026,
F,BR-01637/2026,Veritá,Presidente,Sergipe,2,Cenário 4,Pablo Marçal,União Brasil,"36,50%",3,04/04/2026,
F,BR-01637/2026,Veritá,Presidente,Sergipe,2,Ratinho x Marçal,Ratinho Júnior,PSD,"52,00%",3,04/04/2026,
F,BR-01637/2026,Veritá,Presidente,Sergipe,2,Ratinho x Marçal,Pablo Marçal,União Brasil,"48,00%",3,04/04/2026,
F,BR-01637/2026,Veritá,Presidente,Sergipe,2,Lula x Caiado,Lula,PT,"64,80%",3,04/04/2026,
F,BR-01637/2026,Veritá,Presidente,Sergipe,2,Lula x Caiado,Ronaldo Caiado,PSD,"35,20%",3,04/04/2026,
F,SC-08607/2026,Veritá,Governador,Santa Catarina,1,Cenário 1,Jorginho Mello,PL,"68,80%","2,5",04/04/2026,
F,SC-08607/2026,Veritá,Governador,Santa Catarina,1,Cenário 1,João Rodrigues,PSD,"20,00%","2,5",04/04/2026,
F,SC-08607/2026,Veritá,Governador,Santa Catarina,1,Cenário 1,Afrânio Boppré,PSOL,"6,20%","2,5",04/04/2026,
F,SC-08607/2026,Veritá,Governador,Santa Catarina,1,Cenário 1,Gelson Merísio,Solidariedade,"3,00%","2,5",04/04/2026,
F,SC-08607/2026,Veritá,Governador,Santa Catarina,1,Cenário 1,Marcelo Brigadeiro,Missão,"1,80%","2,5",04/04/2026,
F,SC-08607/2026,Veritá,Governador,Santa Catarina,1,Cenário 1,Marcos Vieira,PSDB,"0,30%","2,5",04/04/2026,
F,SC-08607/2026,Veritá,Senador,Santa Catarina,1,Cenário 1,Carlos Bolsonaro,PL,"38,80%","2,5",04/04/2026,
F,SC-08607/2026,Veritá,Senador,Santa Catarina,1,Cenário 1,Carol de Toni,PL,"23,00%","2,5",04/04/2026,
F,SC-08607/2026,Veritá,Senador,Santa Catarina,1,Cenário 1,Décio Lima,PT,"16,20%","2,5",04/04/2026,
F,SC-08607/2026,Veritá,Senador,Santa Catarina,1,Cenário 1,Espiridião Amin,PP,"9,60%","2,5",04/04/2026,
F,SC-08607/2026,Veritá,Senador,Santa Catarina,1,Cenário 1,Clésio Sálvaro,PSD,"6,10%","2,5",04/04/2026,
F,SC-08607/2026,Veritá,Senador,Santa Catarina,1,Cenário 1,Carlos Chiodini,MDB,"2,80%","2,5",04/04/2026,
F,SC-08607/2026,Veritá,Senador,Santa Catarina,1,Cenário 1,Gilson Marques,NOVO,"2,50%","2,5",04/04/2026,
F,SC-08607/2026,Veritá,Senador,Santa Catarina,1,Cenário 1,Tânia Ramos,PSOL,"1,00%","2,5",04/04/2026,
F,SC-08607/2026,Veritá,Senador,Santa Catarina,1,Cenário 1,Vinícius Lummertz,MDB,"0,10%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,1,Cenário 1,Flávio Bolsonaro,PL,"61,90%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,1,Cenário 1,Lula,PT,"21,50%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,1,Cenário 1,Ratinho Júnior,PSD,"5,70%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,1,Cenário 1,Romeu Zema,Novo,"4,20%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,1,Cenário 1,Pablo Marçal,União Brasil,"2,60%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,1,Cenário 1,Renan Santos,Missão,"2,30%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,1,Cenário 1,Ronaldo Caiado,PSD,"1,80%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,1,Cenário 1,Aldo Rebelo,DC,"0,10%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,2,Cenário 1,Flávio Bolsonaro,PL,"73,90%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,2,Cenário 1,Lula,PT,"26,10%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,2,Cenário 2,Ratinho Júnior,PSD,"71,90%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,2,Cenário 2,Lula,PT,"28,10%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,2,Cenário 3,Flávio Bolsonaro,PL,"72,40%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,2,Cenário 3,Ratinho Júnior,PSD,"27,60%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,2,Cenário 4,Pablo Marçal,União Brasil,"68,80%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,2,Cenário 4,Lula,PT,"31,20%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,2,Ratinho x Marçal,Ratinho Júnior,PSD,"65,20%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,2,Ratinho x Marçal,Pablo Marçal,União Brasil,"34,80%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,2,Lula x Caiado,Ronaldo Caiado,PSD,"66,10%","2,5",04/04/2026,
F,BR-01798/2026,Veritá,Presidente,Santa Catarina,2,Lula x Caiado,Lula,PT,"33,90%","2,5",04/04/2026,
F,RJ-03394/2026,Veritá,Governador,Rio de Janeiro,1,Cenário 1,Eduardo Paes,PSD,"49,70%","2,5",04/04/2026,
F,RJ-03394/2026,Veritá,Governador,Rio de Janeiro,1,Cenário 1,Douglas Ruas,PL,"32,70%","2,5",04/04/2026,
F,RJ-03394/2026,Veritá,Governador,Rio de Janeiro,1,Cenário 1,William Siri,PSOL,"8,20%","2,5",04/04/2026,
F,RJ-03394/2026,Veritá,Governador,Rio de Janeiro,1,Cenário 1,Wilson Witzel,Democrata,"4,00%","2,5",04/04/2026,
F,RJ-03394/2026,Veritá,Governador,Rio de Janeiro,1,Cenário 1,Cyro Garcia,PSTU,"2,80%","2,5",04/04/2026,
F,RJ-03394/2026,Veritá,Governador,Rio de Janeiro,1,Cenário 1,Rafael Luz,Missão,"2,70%","2,5",04/04/2026,
F,RJ-03394/2026,Veritá,Senador,Rio de Janeiro,1,Cenário 1,Benedita da Silva,PT,"34,80%","2,5",04/04/2026,
F,RJ-03394/2026,Veritá,Senador,Rio de Janeiro,1,Cenário 1,Cláudio Castro,PL,"32,70%","2,5",04/04/2026,
F,RJ-03394/2026,Veritá,Senador,Rio de Janeiro,1,Cenário 1,Márcio Canella,União Brasil,"10,40%","2,5",04/04/2026,
F,RJ-03394/2026,Veritá,Senador,Rio de Janeiro,1,Cenário 1,Rodrigo Pimentel,Novo,"8,00%","2,5",04/04/2026,
F,RJ-03394/2026,Veritá,Senador,Rio de Janeiro,1,Cenário 1,Marcelo Crivella,Republicanos,"7,00%","2,5",04/04/2026,
F,RJ-03394/2026,Veritá,Senador,Rio de Janeiro,1,Cenário 1,Helio Secco,Missão,"4,20%","2,5",04/04/2026,
F,RJ-03394/2026,Veritá,Senador,Rio de Janeiro,1,Cenário 1,Pedro Paulo,PSD,"1,50%","2,5",04/04/2026,
F,RJ-03394/2026,Veritá,Senador,Rio de Janeiro,1,Cenário 1,José de Abreu,PT,"1,50%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,1,Cenário 1,Flávio Bolsonaro,PL,"47,30%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,1,Cenário 1,Lula,PT,"41,80%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,1,Cenário 1,Pablo Marçal,União Brasil,"2,60%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,1,Cenário 1,Renan Santos,Missão,"2,20%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,1,Cenário 1,Ratinho Júnior,PSD,"2,00%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,1,Cenário 1,Romeu Zema,Novo,"1,90%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,1,Cenário 1,Ronaldo Caiado,PSD,"1,60%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,1,Cenário 1,Aldo Rebelo,DC,"0,50%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,2,Cenário 1,Flávio Bolsonaro,PL,"53,60%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,2,Cenário 1,Lula,PT,"46,40%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,2,Cenário 2,Lula,PT,"51,80%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,2,Cenário 2,Ratinho Júnior,PSD,"48,20%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,2,Cenário 3,Flávio Bolsonaro,PL,"73,70%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,2,Cenário 3,Ratinho Júnior,PSD,"26,30%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,2,Cenário 4,Lula,PT,"52,10%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,2,Cenário 4,Pablo Marçal,União Brasil,"47,90%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,2,Ratinho x Marçal,Ratinho Júnior,PSD,"50,30%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,2,Ratinho x Marçal,Pablo Marçal,União Brasil,"49,70%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,2,Lula x Caiado,Lula,PT,"57,30%","2,5",04/04/2026,
F,BR-01129/2026,Veritá,Presidente,Rio de Janeiro,2,Lula x Caiado,Ronaldo Caiado,PSD,"42,70%","2,5",04/04/2026,
F,RR-06328/2026,Veritá,Governador,Roraima,1,Cenário 1,Arthur Henrique,PL,"60,00%","3,5",04/04/2026,
F,RR-06328/2026,Veritá,Governador,Roraima,1,Cenário 1,Edilson Damião,Republicanos,"31,70%","3,5",04/04/2026,
F,RR-06328/2026,Veritá,Governador,Roraima,1,Cenário 1,Juscelino Kubitschek Pereira,PT,"5,90%","3,5",04/04/2026,
F,RR-06328/2026,Veritá,Governador,Roraima,1,Cenário 1,Dr. Raposo,PP,"2,30%","3,5",04/04/2026,
F,RR-06328/2026,Veritá,Senador,Roraima,1,Cenário 1,Antonio Denarium,PP,"53,40%","3,5",04/04/2026,
F,RR-06328/2026,Veritá,Senador,Roraima,1,Cenário 1,Teresa Surita,MDB,"37,30%","3,5",04/04/2026,
F,RR-06328/2026,Veritá,Senador,Roraima,1,Cenário 1,Hélio Lopes,PL,"9,40%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,1,Cenário 1,Flávio Bolsonaro,PL,"72,60%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,1,Cenário 1,Lula,PT,"19,30%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,1,Cenário 1,Pablo Marçal,União Brasil,"1,90%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,1,Cenário 1,Renan Santos,Missão,"1,80%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,1,Cenário 1,Ronaldo Caiado,PSD,"1,80%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,1,Cenário 1,Ratinho Júnior,PSD,"1,30%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,1,Cenário 1,Romeu Zema,Novo,"0,80%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,1,Cenário 1,Aldo Rebelo,DC,"0,60%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,2,Cenário 1,Flávio Bolsonaro,PL,"78,50%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,2,Cenário 1,Lula,PT,"21,50%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,2,Cenário 2,Ratinho Júnior,PSD,"71,20%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,2,Cenário 2,Lula,PT,"28,80%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,2,Cenário 3,Flávio Bolsonaro,PL,"88,00%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,2,Cenário 3,Ratinho Júnior,PSD,"12,00%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,2,Cenário 4,Pablo Marçal,União Brasil,"69,60%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,2,Cenário 4,Lula,PT,"30,40%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,2,Ratinho x Marçal,Ratinho Júnior,PSD,"36,90%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,2,Ratinho x Marçal,Pablo Marçal,União Brasil,"63,10%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,2,Lula x Caiado,Ronaldo Caiado,PSD,"65,30%","3,5",04/04/2026,
F,BR-01469/2026,Veritá,Presidente,Roraima,2,Lula x Caiado,Lula,PT,"34,70%","3,5",04/04/2026,
F,RS-09008/2026,Veritá,Governador,Rio Grande do Sul,1,Cenário 1,Luciano Zucco,PL,"45,30%","2,5",04/04/2026,
F,RS-09008/2026,Veritá,Governador,Rio Grande do Sul,1,Cenário 1,Edegar Pretto,PT,"28,40%","2,5",04/04/2026,
F,RS-09008/2026,Veritá,Governador,Rio Grande do Sul,1,Cenário 1,Juliana Brizola,PDT,"11,60%","2,5",04/04/2026,
F,RS-09008/2026,Veritá,Governador,Rio Grande do Sul,1,Cenário 1,Gabriel Souza,MDB,"6,90%","2,5",04/04/2026,
F,RS-09008/2026,Veritá,Governador,Rio Grande do Sul,1,Cenário 1,Marcelo Maranata,PSDB,"5,00%","2,5",04/04/2026,
F,RS-09008/2026,Veritá,Governador,Rio Grande do Sul,1,Cenário 1,Covatti Filho,PP,"2,80%","2,5",04/04/2026,
F,RS-09008/2026,Veritá,Senador,Rio Grande do Sul,1,Cenário 1,Marcel Van Hattem,Novo,"30,40%","2,5",04/04/2026,
F,RS-09008/2026,Veritá,Senador,Rio Grande do Sul,1,Cenário 1,Eduardo Leite,PSD,"24,70%","2,5",04/04/2026,
F,RS-09008/2026,Veritá,Senador,Rio Grande do Sul,1,Cenário 1,Manuela D’Avila,PSOL,"22,70%","2,5",04/04/2026,
F,RS-09008/2026,Veritá,Senador,Rio Grande do Sul,1,Cenário 1,Paulo Pimenta,PT,"9,10%","2,5",04/04/2026,
F,RS-09008/2026,Veritá,Senador,Rio Grande do Sul,1,Cenário 1,Sanderson,PL,"6,80%","2,5",04/04/2026,
F,RS-09008/2026,Veritá,Senador,Rio Grande do Sul,1,Cenário 1,Germano Rigotto,MDB,"6,30%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,1,Cenário 1,Lula,PT,"43,40%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,1,Cenário 1,Flávio Bolsonaro,PL,"43,00%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,1,Cenário 1,Ratinho Júnior,PSD,"4,10%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,1,Cenário 1,Ronaldo Caiado,PSD,"3,10%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,1,Cenário 1,Romeu Zema,Novo,"2,20%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,1,Cenário 1,Renan Santos,Missão,"2,10%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,1,Cenário 1,Pablo Marçal,União Brasil,"1,60%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,1,Cenário 1,Aldo Rebelo,DC,"0,50%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,2,Cenário 1,Flávio Bolsonaro,PL,"51,60%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,2,Cenário 1,Lula,PT,"48,40%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,2,Cenário 2,Lula,PT,"51,90%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,2,Cenário 2,Ratinho Júnior,PSD,"48,10%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,2,Cenário 3,Flávio Bolsonaro,PL,"62,70%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,2,Cenário 3,Ratinho Júnior,PSD,"37,30%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,2,Cenário 4,Lula,PT,"53,70%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,2,Cenário 4,Pablo Marçal,União Brasil,"46,30%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,2,Ratinho x Marçal,Ratinho Júnior,PSD,"58,80%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,2,Ratinho x Marçal,Pablo Marçal,União Brasil,"41,20%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,2,Lula x Caiado,Lula,PT,"55,60%","2,5",04/04/2026,
F,BR-03461/2026,Veritá,Presidente,Rio Grande do Sul,2,Lula x Caiado,Ronaldo Caiado,PSD,"44,40%","2,5",04/04/2026,
F,GO-09885/2026,Paraná Pesquisas,Governador,Goiás,1,Cenário 1,Daniel Vilela,MDB,"43,40%","2,8 p,p,",07/04/2026,
F,GO-09885/2026,Paraná Pesquisas,Governador,Goiás,1,Cenário 1,Marconi Perillo,PSDB,"24,40%","2,8 p,p,",07/04/2026,
F,GO-09885/2026,Paraná Pesquisas,Senador,Goiás,1,Cenário 1,Gracinha Caiado,União Brasil,"39,10%","2,8 p,p,",07/04/2026,
,CE-07925/2026,Datafolha,Governador,Ceará,1,Cenário 1,Ciro Gomes,PSDB,41,3,12/04/2026,FALTA INFORMAÇÃO
,CE-07925/2026,Datafolha,Governador,Ceará,1,Cenário 1,Elmano de Freitas,PT,"36,5",3,12/04/2026,FALTA INFORMAÇÃO
,CE-07925/2026,Datafolha,Governador,Ceará,1,Cenário 1,Eduardo Girão,Novo,7,3,12/04/2026,FALTA INFORMAÇÃO
,CE-07925/2026,Datafolha,Governador,Ceará,1,Cenário 1,Branco/Nulo/Nenhum,,"9,5",3,12/04/2026,FALTA INFORMAÇÃO
,CE-07925/2026,Datafolha,Governador,Ceará,1,Cenário 1,Indeciso/não sabe,,"6,00",3,12/04/2026,FALTA INFORMAÇÃO
,FALTA INFORMAÇÃO,Datafolha,Senador,Ceará,1,Cenário 1,Cid Gomes,PSB,"48,00",3,12/04/2026,FALTA INFORMAÇÃO
,FALTA INFORMAÇÃO,Datafolha,Senador,Ceará,1,Cenário 1,Capitão Wagner,União Brasil,"41,50",3,12/04/2026,FALTA INFORMAÇÃO
,FALTA INFORMAÇÃO,Datafolha,Senador,Ceará,1,Cenário 1,Eunício Oliveira,MDB,"24,00",3,12/04/2026,FALTA INFORMAÇÃO
,FALTA INFORMAÇÃO,Datafolha,Senador,Ceará,1,Cenário 1,Branco/Nulo/Nenhum,,"50,00",3,12/04/2026,FALTA INFORMAÇÃO
,FALTA INFORMAÇÃO,Datafolha,Senador,Ceará,1,Cenário 1,Indeciso/não sabe,,"36,50",3,12/04/2026,FALTA INFORMAÇÃO
F,GO-06754/2026,Veritá,Governador,Goiás,1,Cenário 1,Daniel Vilela,MDB,"36,80%","2,5",13/04/2026,
F,GO-06754/2026,Veritá,Governador,Goiás,1,Cenário 1,Wilder Morais,PL,"30,40%","2,5",13/04/2026,
F,GO-06754/2026,Veritá,Governador,Goiás,1,Cenário 1,Marconi Perillo,PSDB,"20,20%","2,5",13/04/2026,
F,GO-06754/2026,Veritá,Governador,Goiás,1,Cenário 1,Adriana Accorsi,PT,"12,60%","2,5",13/04/2026,
F,GO-06754/2026,Veritá,Senador,Goiás,1,Cenário 1,Gracinha Caiado,União Brasil,"35,40%","2,5",13/04/2026,
F,GO-06754/2026,Veritá,Senador,Goiás,1,Cenário 1,Gustavo Gayer,PL,"33,70%","2,5",13/04/2026,
F,GO-06754/2026,Veritá,Senador,Goiás,1,Cenário 1,Vanderlan Cardoso,PSD,"10,20%","2,5",13/04/2026,
F,GO-06754/2026,Veritá,Senador,Goiás,1,Cenário 1,Zacarias Calil,MDB,"7,80%","2,5",13/04/2026,
F,GO-06754/2026,Veritá,Senador,Goiás,1,Cenário 1,Delegado Humberto Teófilo,Novo,"6,50%","2,5",13/04/2026,
F,GO-06754/2026,Veritá,Senador,Goiás,1,Cenário 1,Alexandre Baldy,Progressistas,"3,90%","2,5",13/04/2026,
F,GO-06754/2026,Veritá,Senador,Goiás,1,Cenário 1,Iure Castro,Cidadania,"1,50%","2,5",13/04/2026,
F,GO-06754/2026,Veritá,Senador,Goiás,1,Cenário 1,Oséias Varão,PL,"0,90%","2,5",13/04/2026,
F,SP-00378/26,Paraná Pesquisas,Governador,São Paulo,1,Cenário 1,Tarcísio de Freitas,Republicanos,"47,80%","±2,5 p,p,",16/04/2026,
F,SP-00378/26,Paraná Pesquisas,Governador,São Paulo,1,Cenário 1,Fernando Haddad,PT,"33,10%","±2,5 p,p,",16/04/2026,
F,SP-00378/26,Paraná Pesquisas,Governador,São Paulo,1,Cenário 1,Paulo Serra,PSDB,"4,60%","±2,5 p,p,",16/04/2026,
F,SP-00378/26,Paraná Pesquisas,Governador,São Paulo,1,Cenário 1,Kim Kataguiri,Missão,"3,50%","±2,5 p,p,",16/04/2026,
F,SP-00378/26,Paraná Pesquisas,Senador,São Paulo,1,Cenário 2,Marina Silva,REDE,"37,70%","±2,5 p,p,",16/04/2026,
F,SP-00378/26,Paraná Pesquisas,Senador,São Paulo,1,Cenário 2,Simone Tebet,MDB,"32,30%","±2,5 p,p,",16/04/2026,
F,SP-00378/26,Paraná Pesquisas,Senador,São Paulo,1,Cenário 2,Guilherme Derrite,PP,"26,80%","±2,5 p,p,",16/04/2026,
F,SP-00378/26,Paraná Pesquisas,Senador,São Paulo,1,Cenário 2,Ricardo Salles,NOVO,"18,20%","±2,5 p,p,",16/04/2026,
F,SP-00378/26,Paraná Pesquisas,Senador,São Paulo,1,Cenário 2,Paulinho da Força,Solidariedade,"14,80%","±2,5 p,p,",16/04/2026,
F,SP-00378/26,Paraná Pesquisas,Senador,São Paulo,1,Cenário 2,Mario Frias,PL,"13,40%","±2,5 p,p,",16/04/2026,
F,BR-08453/26,Paraná Pesquisas,Presidente,São Paulo,1,Cenário 1,Flávio Bolsonaro,PL,"39,30%","±2,5 p,p,",17/04/2026,
F,BR-08453/26,Paraná Pesquisas,Presidente,São Paulo,1,Cenário 1,Lula,PT,"36,00%","±2,5 p,p,",17/04/2026,
F,BR-08453/26,Paraná Pesquisas,Presidente,São Paulo,1,Cenário 1,Ronaldo Caiado,União Brasil,"2,90%","±2,5 p,p,",17/04/2026,
F,BR-08453/26,Paraná Pesquisas,Presidente,São Paulo,1,Cenário 1,Romeu Zema,NOVO,"2,60%","±2,5 p,p,",17/04/2026,
F,BR-08453/26,Paraná Pesquisas,Presidente,São Paulo,1,Cenário 1,Renan Santos,Missão,"2,10%","±2,5 p,p,",17/04/2026,
F,BR-08453/26,Paraná Pesquisas,Presidente,São Paulo,1,Cenário 1,Samara Martins,UP,"0,80%","±2,5 p,p,",17/04/2026,
F,BR-08453/26,Paraná Pesquisas,Presidente,São Paulo,1,Cenário 1,Aldo Rebelo,,"0,40%","±2,5 p,p,",17/04/2026,
F,BR-08453/26,Paraná Pesquisas,Presidente,São Paulo,1,Cenário 1,Hertz Dias,PSTU,"0,10%","±2,5 p,p,",17/04/2026,
F,BR-08453/26,Paraná Pesquisas,Presidente,São Paulo,2,Cenário 2,Flávio Bolsonaro,PL,"48,10%","±2,5 p,p,",17/04/2026,
F,BR-08453/26,Paraná Pesquisas,Presidente,São Paulo,2,Cenário 2,Lula,PT,"40,30%","±2,5 p,p,",17/04/2026,
F,RJ-04997/2026,Paraná Pesquisas,Governador,Rio de Janeiro,1,Cenário 1,Eduardo Paes,PSD,"53,00%","2,4 p,p,",24/04/2026,
F,RJ-04997/2026,Paraná Pesquisas,Governador,Rio de Janeiro,1,Cenário 1,Douglas Ruas,PL,"13,20%","2,4 p,p,",24/04/2026,
F,RJ-04997/2026,Paraná Pesquisas,Governador,Rio de Janeiro,1,Cenário 1,Wilson Witzel,DC,"3,60%","2,4 p,p,",24/04/2026,
F,RJ-04997/2026,Paraná Pesquisas,Governador,Rio de Janeiro,1,Cenário 1,André Marinho,Novo,"2,80%","2,4 p,p,",24/04/2026,
F,RJ-04997/2026,Paraná Pesquisas,Governador,Rio de Janeiro,1,Cenário 1,Bombeiro Rafa Luz,Missão,"2,10%","2,4 p,p,",24/04/2026,
F,RJ-04997/2026,Paraná Pesquisas,Governador,Rio de Janeiro,1,Cenário 1,William Siri,PSOL,"1,00%","2,4 p,p,",24/04/2026,
F,RJ-04997/2026,Paraná Pesquisas,Governador,Rio de Janeiro,1,Cenário 1,André Português,PV,"0,70%","2,4 p,p,",24/04/2026,
F,RJ-04997/2026,Paraná Pesquisas,Governador,Rio de Janeiro,1,Cenário 1,Branco/Nulo/Nenhum,,"15,20%","2,4 p,p,",24/04/2026,
F,RJ-04997/2026,Paraná Pesquisas,Governador,Rio de Janeiro,1,Cenário 1,Indeciso/não sabe,,"8,50%","2,4 p,p,",24/04/2026,
F,RJ-04997/2026,Paraná Pesquisas,Senador,Rio de Janeiro,1,Cenário 1,Benedita da Silva,PT,"30,40%","2,4 p,p,",24/04/2026,
F,RJ-04997/2026,Paraná Pesquisas,Senador,Rio de Janeiro,1,Cenário 1,Cláudio Castro,PL,"29,90%","2,4 p,p,",24/04/2026,
F,RJ-04997/2026,Paraná Pesquisas,Senador,Rio de Janeiro,1,Cenário 1,Marcelo Crivella,Republicanos,"21,50%","2,4 p,p,",24/04/2026,
F,RJ-04997/2026,Paraná Pesquisas,Senador,Rio de Janeiro,1,Cenário 1,Pedro Paulo,PSD,"19,40%","2,4 p,p,",24/04/2026,
F,RJ-04997/2026,Paraná Pesquisas,Senador,Rio de Janeiro,1,Cenário 1,Márcio Canella,União Brasil,"17,10%","2,4 p,p,",24/04/2026,
F,RJ-04997/2026,Paraná Pesquisas,Senador,Rio de Janeiro,1,Cenário 1,Marcos Dias,,"5,60%","2,4 p,p,",24/04/2026,
